listing_id,amen_balcony,amen_security,amen_covered_parking,amen_view_of_landmark,amen_shared_gym,amen_lobby_in_building,amen_central_a_c,amen_kitchen_appliances,amen_built_in_wardrobes,amen_shared_spa,amen_shared_pool,amen_walk_in_closet,amen_study,amen_children_s_pool,amen_view_of_water,amen_private_garden,amen_maids_room,amen_private_pool,amen_networked,amen_dining_in_building
YYAZ8CAQASV2M5VJNZSYSMQVQ8,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
SXJQHBY8DS46N4N5DNS3AQSW28,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
2DBXRV7VQ3PPNG18FRHN542C50,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
S20293X8GSXW50V1XDA4APMY9R,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
N5BQFZ89CXN6TZK5WX1XBHAD3G,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
FA1SBFHBCTH0PG4E6PQ9VRXE2C,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0
6ZX9XPGZ9R24QHYHFA8P5YSXBR,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
KC5WBAJ228QNQ0A7DQY1G3C7VG,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QYGM762H40ZDG7WJZE7W5PGXW0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
XT2YK91QBQ2YGY6600FPPHNPPM,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
RSNMTRV7ZG0R7JGFHP7CZJRK0C,1,1,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0
V4MBXCTWJREJ6SPZHW0FPE73P4,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0
X832HXHZKE9JBGA069FEM2GW7W,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0
H8JHE991DVCR3SWF7KNGEMXAY4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CVWMTK1F1DW31STTD1BCWW8T50,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0
MJ3MR8C3M3DSQG2WF83161W37G,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DTFB8A9VBF8QGZDEPMHMBAGV0R,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6N77KBR8V6M7X4DSK73PRWG2DG,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0
Z9HW5202EZDWNQXT0P0NVC7RXM,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0
HYJ9XEBC7NS21D14KWJBH957KM,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
N9KZKGQ7ENABQK2NPNQJKQKMB8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
BVX7QTVW2W8WEXNCDJDWSSEZVW,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0
ZH1WKP1FD6CS2YC1JDCYS4P6J0,1,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
T0SCWF0W6AESPQR0YY9H6ZTF0G,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0
RTWD71XAHE2CG1RAVEAQ9E9S6G,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0
NPGTQMEEW4ZXM7M6CGYZK260JM,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
KRXN3HN8166EKMKQKWW6GMB9FC,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
BWN8XE4F6710V9TQAQW9NMPVDC,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
NR4CM7FVKV9WDY2261XHGSSP60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7QMK9SV1A3N4X33ETM9PAQZAFW,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
ZRGEJK50R7H44XC8GTTAHCPB0G,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5RF4E7BR6YVSHDFQ04BK8AQJ44,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
QKY4RPK6FWKCCKXP97V11R6H58,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
DHWME8VWVCZ21CJ2F18PY8FZE4,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
D5RTQXX1G5AHG8XCTX40GVKNKR,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0
V3R7NT6H6KRXMCPFJXC44TS35W,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0
DD311QCJ5794PX2GY0SHDH8WSW,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0
7B3Z9MEC22XHMYTH239S7JBRA0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0
N7KR79EBK7EFK02SNCCYD181GC,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0
9VFP5HZZS2Q5E1G3ZWG9MWCNVM,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0
7TQVD7P0X53CQWHVR1T8ACJS9C,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
KK1529MGQ3GTCAN9PTC9NC10CC,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0
HZYGJ4PC8KD5SWXRG7CR7A3AGM,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0
JVBFB6XT7MHHPHDTWGA5X9BGX4,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4SZ95JBN4RBDYTR2EQ5KPKJ3BR,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
NF9MTS72WF5DVY36871E6D94G4,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0
PD2FQCZ8HQM0249WJDX15CNC3M,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
FWTZPFXGJ38B7QC8P1CNGYKM4R,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
2FMB8SQ5MCBHQBSASNBDGXAGPC,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0
0KC6SN4S83TVJRGWW6R1H28NYR,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0
VRGTQ6NZ4QMCDQRJVGXDN2M2TW,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0
7TJA8SSMZZ61T908EHCAQQW8W4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
VR1S6EK5VZSBX3EQGN3Y7RTA5R,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0
77Z9QBSGT79AMW1MJQ5HKWR0ZG,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
M2WEV0TEBQ64R6HSRZBPA9RCK8,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0
TWH75C8SRAWMWANVG60BJZ2JWW,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
MSF98ZZ75VTMZFCR9QY3Q9663W,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
7BQ7ZW9XHN8JBXH0ZFN169S4AM,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0
6GXV1E0AN47D1ET8VE662APDA8,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0
89PGA5BPZR6WB599VVEATABG28,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0
CW3PGQW2Q6C9ZS1S1W5BCJKAF4,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0
PA3FPDRM6Q9XZN4WJP959B9JDC,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
VGZMKV665EWY1ZV299JB0QMSQC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
ZACMMNC0RSZJ2Q5EFTTS77QPYC,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2RD435Y9R2JFADK2PAS5S3XA28,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0
PZ98VR2BZ2GA5JD2J9VDDZ5MHW,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
AGZ0QF3R62YMMV0NKT02PWCBSR,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
A9WB1G0XXTVG9KDGDZBPD6CXMM,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0
T6ZKZHYAT4945H2SHQFADCZABC,1,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0
S7VEXKKNDT489K14YCV1G5NFJ8,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
3HPMC3ZM0105DTS7BSAV12ZVJ4,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
X63H5FEKD38HFD36GWRVG6SSM8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
2C6D82JRQ8B9CH8CBME2P9B9KR,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0
4ZDANZXX4ZAJ6D5XQBP7PZJER0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
2WH7GMRP0G2EGDAQE5YXFBR310,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
59ACY518JM1YJBN6HSEBSGBN3M,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0
YY815HCKKSDQYDVK1TYCK41HKR,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
ABQNK95TSASW3XEZ793E8MV828,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0
HCCJN56E2NNJPQF3QR39M2BYTC,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
4KCBGK661D4JQ5DAWZYHYYRMYG,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0
0GA6JHG1P2VGFJEKCPWSA3F6X8,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0
X79YDF9H2SD3RJREJJF0WQS5KG,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
R6BAAKBC4A7MCM08KR0RNWPNH4,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
GDC3V10ZZD5W3F5HTZ36X2CJX8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
Y19DFH7KBR9B2AWVP9RB74QA8W,1,1,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0
FKQ3S0BTEC1FSAFG3MJ6E5NCAC,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
MS5NKPF49PCVWFQGTF1TX8ZS70,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
N5XZCV7J8Q3VKEJK7D48V6N6XG,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0
PK5W47AQ9XP59ZE1BQNH0Y57P8,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
QES2YMX9TP8ZFCX2KM4MP5WF5R,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0
Z2NH1M6MGR7YZBDXSG50G26MJ0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
FAXRFNP64CT0AX1SNNZF1RR0KC,1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0
GQQQDPZQQ9KDQZWC3SNB1B7MG0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0
QPWCJZAC9D240ZXM47S4MDT7DW,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T61NA2X0VBZ8WM13HQN06THC1R,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
162Z8J0YVKW5RH457ERJV1J85C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3PMKZJYRPFY4HKAD20R4GD7FGC,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0
1WD74EJWKYZ1239A0N8VTAG7DM,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
HWP0B10TQ0NXMDG76R4Z7TCGHR,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9NMC3MQZN9P7N5KH3A0H5FR4ZM,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
92HDZ6JA39KMP025189YB2NQZG,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
5TMFY94FX6YY68JN1DZSC93AJ0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9BVM0NEKNA1YBKSDBTMHAPEGD4,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
664PJD5FPKY4SX450XV51608H8,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
96TPK4TWPRCK4NABCE6Y59BH8R,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
S8ZXMM7WF841P3Q35PRVX08W3G,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R4VJ6GTKQRMWPCQP7Z6MK21K98,1,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
NGJGWT4JGBK2FP1F014B9B9DY0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T23DM3EXEGA4B11FNVZPQM9ZHW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
Y0NRJ7W9H9819SNAMEFYBYX8TG,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0
GAAWE82T1VH11KEF1MK5D83WW8,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0
TV4GYKSC7VE66NPP5AYGR4WX9R,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
QE6X8S5AX6BSN63HWKBETJ12BW,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
4J5Z7THS51NR4TQ5R2S49XHQRW,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0
JA4P08TSXCBX6X6F54S8DHCSPG,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
0FG2XWV2T9R060F022QSRAC9P8,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0
S1ZW4VNFS4WGY6ZSDCHNJDG47R,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
S0X4T30F0D2SQVF1520D6AQ3NM,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
BHMQP9W172Q76MDGDDSKT4G9NG,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0
7WK7MYQWYSAQJ2EYK3T7E9Z01M,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
HCTN7YTA1W24808DASNK3602Q8,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284D4VYMXQ95TXKZMAA5WWESG8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
B7SYKHJW22Q6HSZGA1781VD29G,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0
7YXMATYB5Z1E2F7K70SCWS3JA4,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
XR393TZR7QXM22JXFZHXFQMCSC,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0
159CHQ5QVFXY5M2PQJBBYEXFAG,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
M7ECTZFJ4ZQ076QDFMET098EA0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
6EHK3J5B7T5YWKFN2GP0H8RDP0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
WGCY9FZ1FS975HW43FXJCQBB8R,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0
184F9FW470KGH1KT07M4QZPHJ8,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0
PP4WVPG1NA6JPAQF5XZH8SNTF4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YJ5FCJ01Q4AGKF7FFHAD518568,1,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0
E7S30J55ZTTZKVKP16Y7PPBHAG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
1STPX2YVW8HSFKP66B3YVKT03M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RB4KKK3DQRK9P2YJWZ230BFPH8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
D2YYS38NRPW9QWDWH6FHR3YERR,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
N6WKTR635BVMXYM42TBNN2SDMW,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0
9EBJWC4430AGJXG6CJW1E06SHM,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GK6XMVDET4GNWEEEA2XJ097JB8,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0
EJQYCYEWE1K6GPYQW9EEAD1YEM,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KTFYFN7NSVT9E0G878JFQ2X028,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0
MA51AMKJXXN6XYG684DSYS3460,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0
AX8VD37JYV6ACB7Z6V9SGK85RM,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0
EA4C7N4QP8NS0MKYW7XMD4Y8ZM,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0
N74BZYFZ20AH9HF1CBFRJPX0ZR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
9TMR8HY2VPQNP4GH5BAXV0CR58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
MZZK6B8XY6ENS82B0NX2QKE91C,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
PHG1CMZCP5SBA9TNY1MXFXED5R,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0
N11H6VF41C43C8B9HWEC2PYG2W,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
SPDJ04N4J01EBJJYCBPZTRDGGC,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
9GG93P78M2XA0WPXTVYBG78RZG,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0
21XFRQ1NCF7MJ1TXA8HW9WF7K0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
QFKV1V6SK7MK8C7DP2PQ64THGG,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0
D7FF6EB9BKJR4D7RYDETR07K5R,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0
P14YN37TJ1YB8SDZ2HR1MP2278,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A3BQ4KH35HQQ5775QN92XBA174,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0
7PGNKRCHV4ZZ2BJASYTP0TG0AR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPEQMC4PM1438JEDAYVTDGDRGR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9RR30ZGZ9P7VB2A09GKJ0RTDBW,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0
4SN76C853RP5D1RK50DPACPSRW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
C1A9S2DFZ2XWS0G691WR8N8HSM,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
HZW067GD3RAG1AQRFB0B0TVY6R,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
YCDSWQ0BVG3SBHDMEA4R110D24,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
BVDA3KX5PMYFZ7S38YZ7DE62W8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
DWK0TZTEMJTBBR1FZJJAG3B1M8,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0
Z09CVJ4PVTW2228S4CVTNSWRS0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
EZ1J8W4GXHCD6S4YG7B4A33WS4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
VAPQEP0KTVHF6SZKGNTB593D5M,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0
TB4R0F78KX99MD1GVM5MTE17VR,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0
VVJC1D9QDXYFA0SQ7F4RKJ5GAW,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0
4S1Q9CVSF294112WXG87D2VJY0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RZDFS01WZ08N5PZZDG19WCACVC,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0
BZ2H6CCJGKXSEMDMK5P45EBX5R,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
JR51E40DR705A6M984BHYTYEK8,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0
78KZZ2YQKXC684T5YK9KV6B74C,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0
PSH2DS810036BAZADTKRP29S5G,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
AZB5XE8X03FRPG3EXZCA53X0R8,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0
GSCKNPQTAR6JE0DQCT72B6H1Y4,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
ZCFEWJ3TJS9XJX71BA009JPRC0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
Q2AMHMDYW3KVFBNBPZ9KGAHVCR,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NK34YBJN1T8WHAYDN7JJQZSYNR,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Z647D0YB5E7MFZ9EHWGP8BXKM0,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0
87KJ6GQBB9DB6GWS0GQ2HSFNXG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
XZ0TYQ21HBT4G6NGZ1YY8HEYNC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
8M4WXMJW6M2YG3R1H2KZ5G1YQ4,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
QNNANN14T3BWX979C67VWS4AV0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YHFG10JWZ2MJY9GF7BCQX0Z1K0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N23W53MMHAG9V083AXW219ZHDW,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0
S7SDPVYQDN31S0DYSR817H64KG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
VF7S3QPQKRMR49AKD8SZMGT464,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0
8JZYXX71G5TVDE210645GTQVG4,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0
TEMTVTKRZ9GRSDTVSYF9030QX0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
E7J4E1RD6J1FFSFVFN6NK20YDC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
K53GQ6TK3JX1TCW7819MV51NYC,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0
VA8DXC1F6NRSYG0C7MR0AAWGCM,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
XS00ESTQV9DT54EHA0CZ86FXE8,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0
DPEQMVN4QWJSF369Y0SKTDDXCC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
ERHANXR5PY4V1Q7GQJCBWA6BWW,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0
3XHKH9EGK1ZANX0DTFJJD22C54,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
4T4WNP1F0Y3Z4ZKPFAK6KR0YH4,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0
B43NHYYB4QNKGSXM4HVXR60XZ4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
WK81501Q38FPTCYRGVMVGWWWEW,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0
S49NM8GNK137A60R96XBEAGE00,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0
MKNMNC02CG3TXGK69VAWY82VX4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
ZGXQS328A2RG65GCFET2K391WW,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0
JF0PKEBYB3XP4N59CBXWS0R25R,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
PYC9J3G4S0FP2Z8NRRQPXT15M4,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0
MK08K5J9CQ8S8NCVE1P731K458,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
8AN85FD8BMSWT46H96WC92MBZG,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0
AY92MRYRVEJDA89QFPD2PFTA50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
