listing_id,amen_balcony,amen_security,amen_covered_parking,amen_view_of_landmark,amen_shared_gym,amen_lobby_in_building,amen_central_a_c,amen_kitchen_appliances,amen_built_in_wardrobes,amen_shared_spa,amen_shared_pool,amen_walk_in_closet,amen_study,amen_children_s_pool,amen_view_of_water,amen_private_garden,amen_maids_room,amen_private_pool,amen_networked,amen_dining_in_building
04FGMJPBMWDW8YTMF3420AVGGM,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0
DN9JJ073PJ57BR29SPBVY9N35M,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
5CNRVBV4A5H0GSERRVHTT273HM,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
A63NPVK9RXZPTSV568Q1PQVDZ0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
K57Z1GEV14Q0VWK2JBGRWRMGV0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
A57W0BC27H5VRVV6CP89ZKKW28,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0
M3NGQV1N04139VT82A38CH1J0R,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
9ZW15MPF9VGPSJ2EQ46KEZTJA4,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
VFY622D7HJFT11619MKKKBJSB8,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
WXKA94FFFBHXSN7W9GJYRYDY04,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
7SYJJETQ01CMF7267X8KHHQ27C,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0
ER2NZ6GNCXYWRAVEJMPM6ACQ3R,1,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
NXXWJRQF73XX5SAXQ7Y5X634YR,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0
PNJ9VF3VR6QP8ES0E8FXPYTAV0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
RPSR0A69XKRZD4JZY262NZNG60,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0
V3QG33BN4BKZCVRW8E1FMBV1P8,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
61ZDZBSAC0BQE8KFVJ2ZZXPKYR,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
DX0H621A4JE87Y0DSSM8RX4GS8,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
D2R41MHAWYHJ730MM0JBE2Q778,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0
WHEPKMXN1JE1VMRVPYKZ1132M0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0
PAGFQS1QQ96R5ED6HCT18757XR,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0
N1DMV0M2M6Q998H8K43VBQ56EC,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0
X6M1VKWGR18APZ40T7TAMXX4XR,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0
3KHPW44X5S98EK2KQ4QV0CTCSC,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0
FPRMEBGQTER7ZXC7EQ6TW4JAB4,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0
KETSAKDNE6A6T0ZJRJJ1VQKEZW,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0
2G9SQGVJXRDCFK46DABFFSK6PG,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
Q467CZSXNPQN48RKMRN4V8T8R4,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0
Q4XKPX4F1E179R6496PASVEHZG,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0
RQN7101ZE40CAY89K5VNTEV0CC,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
PVJ0XNB0B52PVJ0849KRA5ETDW,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
R1HRGWAM37ABJ2KH7ZFZZHDMK0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
2133XEF0172CT4JAN7MRTCHMS8,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
X2QJ32FEBZP1VFA9RRVV8Q3S38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0VJBQJPBSADT6TMNAX7HDGYHGG,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0
EBR57FYRWSYC0K98A5WTDBH9MM,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
TAZ3FS4N8ZKSM9N3XX8WFNQ8J8,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
88MC6YW5X3ZX1H420E089HZ050,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
HTG54CBDH55N83JJRF3HTDCJ78,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0
4JT7W166WAQV5QNANEHHRPHHP0,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0
7A2A24M73CTN7J68AVHEHBESZW,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0
HMRC3MCA0B86W01VT8Y3KM1JR4,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
MF4Q55Y0CPNKFC6WGH0SHQAACR,1,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
8K1DTKZR37V9K8RXYR1T9KJS7R,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5ZC5KADKA7FX3AFAC5WKPFSPG4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
BHC7554R4HYRZ9VFRYWPBR142W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
0WSZGVARFEGQCYRZ5RQHR9RNF8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
SAFAJY8RH6WNNHA50B17GB7JT0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
42ZYYFKQJKRFWZ572AJAN3MW40,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
PEJPFQ90YVWDTZNXNAJ5GYJ2TM,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
8V7D6W6B562T9HC0YC92B3K8F0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
C3VSVTB2MT6WN1Y2ZXSSX0PQWW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
N0H3962MZS61ZX025YV1KWWV0W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
8BW4ZE4PZY6684CEX0QATRMQKM,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
N2XCWCPW7FX5XJN1H2926HVS08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
N532J1ZF6FKYSGT58D3KY42FR4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
0F4Y3FX55H63FC6QWCBB2D8KTG,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
V9BYPZA3P9W4WV8HG732H7XQ4C,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
X80H9D0AT0EZ0MXY20XGY89C9W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
D0HEV7RZ6KB18TGDZ7A0XM0X20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
G9A06JMK29J6J995PR7XQQMG0W,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
JND8MRJSB4KVTCGX675FW5B0W4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
0A85GSDAG9PK0S7RNPBQPDZE1R,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
H4G2E9EXZGNDTZ6S3J0P0RZDXR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP1D318CVMGPA273FXBXV8PB0R,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0
B6DZTWCXZMVQ0N1790XCSSH26C,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0
ARFH3XK1HMN66NWX792WXK2G3R,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1BAZ3FN7X67E6AV9M6YW0XY2T0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89THKQ6KP30FATQMEYDXB3CW4C,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
0TNKPH1R5XPVH4ZRW8ZKMHEKY4,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0
4KT29M0B2F0847BYRDJA9CSJC4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Z1NQTHTD1DMFKND3R7CVXSG3DW,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0
6AJM3V93RBE3DJSSPP513PCC64,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
55PNRNPQC3P19R20VWFXSC1ASR,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
02Z9B8HFERN1P9T4Y2D3DS9CW8,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0
J8V3AGCCMNCBD7ZEMYTTXMVKG0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7S8N58556GSAKRYCF31MYK75JR,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
5D302APEGV1R5ESE6RNRD7SYKM,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0
GQXN749VZ38B9X447F8YRYW0P8,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
NR6Y25XA7YNPBQ09JW3DRTY5JC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
NR8B6RXK88JQMWHHHYZ1YGKP80,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
G2K8N8SQKW2A3C7D38KV3YRCJG,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0
DH6KEYC5VKX55FRY5QDS1K7V1M,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0
CHVRA76X6W2PMQ7TG7ANP49SRW,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
5GWGZKJR0RVYT5F3PA5FKFH9H0,1,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0
GGXYPZTPRNVYGTPVBH2MDHMGJR,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
B8Q7FMP6KCPFY9JTTQY1CQTF50,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0
T53CWJHBGXK1E3FSRPGYYKN9F4,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0
WPQZW3K27CSBEBB73C0FYWCXC0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0
SG18X1MYTY4XS0HQABG467VBVM,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZCK0JEYR2THQ97WK6DYWSCTPP8,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0
60GWV8J59EWMS6Z6SA3A3AYSRG,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0
MWH26B3QDNXAMWVW0ER5HCTTJ0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0
Y7D77903PMAP10PG578ZFMZ2RR,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0
JB8JEFBTYQKDAW2T2DG55ZDXS4,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
JFQSER30QGT49PP1W3JAETYRJR,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0
SYD463NVFWTBGJ0WEYS4Z724BG,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0
KAJZA9JYV6RE3BE8P71WXXPP6W,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0
P7XJQW7SKKYQJGWD1GEDHFN1C8,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0
36JYTG6KK4STE475S752KPZ530,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0
HRX47TY2D70MBQN2XNEAF2ZV1W,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0
C0VJMKF5XJ912MFXMJYV35YRWR,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0
8W2E8ANH8PJWA5AQHZ9F3WV8HM,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0
EKFK2F7AQB9H8R32FDYYHSMSV4,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0
K6ZPVKVT89RMZXGW48DP9DMMX8,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0
VSZS126P11MXSNWJRHDXZG5ACG,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0
DD1SRCWRVYABWR6VQZ7ZNVCGFG,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0
EXB41ZKV1PRHCAMQTWD33557F0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0
8AWGW5S6B6ANPP8N22DE1V64S0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
S0SQBTDVK3HV7W9KJGBSYT5RVR,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
KC467WMBCWC70RENSR63ART1H4,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0
H397QBRHE1QZPHEV98ZJJCC1RR,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0
D5X6A14VQ1KQ32K0B3CNCKGSP4,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0
6HYT0MM85BE07D2FRZNPJ3FT9M,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0
VQQXWYTRX6FZ7TMETB0XM3GSEC,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
T9NMEGPQSK8KRBCP4V0EMDQNRW,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4CSDGSS58WSV47K5GKZ3ZRK8Y4,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0
RZ0W3DRVQ48K8VEFFJVFBBJA3G,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0
29K6GKPVNQ2NA9YMZPHX297B2M,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0
3RST8SV9FF6XNF9Q2H6JTFFY7C,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
R8GVT3628D1B1WAPPSF92TE0XW,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
FDJ37P3PZ9X81364SWEDKFP12M,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0
0N580RDGXNE3GDEH8RFNQMM098,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0
N9RHSM9HK5DRGAASMH0EMAGW0C,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0
GJPD8J6PRH64XSE03EY2KJ1G0G,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0
1851DW5TVRXSSR9WAZT1B66DTG,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
ERJDG1KYQGGXJ5DDJXN33Z4Q0R,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0
SRXANG10HFD7AH7BMH4TYJY4TM,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7J7AD5S6JXATTB3PRKB87S3GB8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41Z8CBBS5YB6HZVHGCE3H78EGG,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
J2DYMAVP2M4D42NX1X0PGQ3WPW,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0
BPG44XE31BT8WPC4YK33S6AQYR,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,0,0
J9ZZZTSA1YC2HZCKMYFZ1D43QG,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HDDNZ2MK7DWNV7BDYXH1EH3H50,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0
6M3YJ6WA1E8VYRJTZF6Y5QAJ9G,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YD70CNBGB36AD80JM6P761RZGC,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0
R6DY0XC2AB9WDQZ4X9PD7J0CEC,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0
X16SP7GN74HXJTJQ0748970KWM,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1K3B0H2N92QZF6X293FWC2TJR0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
PAS664TSRWY9ED2NH562Y86J1W,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DRMYPHGX26JTBDMRBADFN3BNVR,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
FMZBNEV1ZHKP6MJ22DF6SPNPH4,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
0MN0BNKDYK8SP6YNSD819F09VM,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J8273AFDDMYYRJS6SXRZZYAJZ8,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0
JQ6C9EJAWYQ5GBHSW8M1W0HJ2G,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3X5C89XAVB9Y57G1SFF6DF9GX4,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0
KE3QZYPVPFSHAKKEZMD2JMZR24,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0
PNGXRYGEQJRCS3K62Q0A2NND9C,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GKGSCX72JPXK0FF96XTJ5Z3YXM,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAKW3P1B5CP9JN8C1JV23S7EF0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AXSN8H4M4Y0SCPH248BY532Y5M,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
VHXP77218W91PJ9ZWGJCR5J7J0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0
MBT71K1JRJ04F0K1REB3FA4WJW,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K8CBSDYD464YZM2B49Q5QN6A4G,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0
FCFW1FNC39CVS42E6CVG2AZC70,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0
ZY1YSNAKPNP0QWFC79831Q3R3G,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0
ZD6F9V84H9K13BZK22JMS0PS9M,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
K1W5HGR5XBKBV9XAB9AK7BA2F4,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0
VQBT0FWT7RJ13Q0WQ3D631RHN0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
71MBK3HF6D4HNK7ETQR7QWD8NR,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ZD604F45P4DB2P8HEFFQAN1R1G,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
VWNYQBME3T9PYACSB33DF0RNR8,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
1V7566ES2F8WBQ5GPWF4D8B1KG,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
6YYM3TDMDQH8P73W8ZSJBYNS20,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
75BJRWCTEB6AZJPJ8J5DWE07PC,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
3M784WT109JG6PJ91WM1A0X4MR,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0
B2X5Q7VVD70ETP4ZZXNYYS4VFW,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8766SGRZHD9GS0DEFYFV63JQ1M,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
26G29GM69Z54VA1YPD0CV6WDJW,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR9GMTNS9MC64JKA2DRW7N3B5R,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
EW4123ZNM0HSJNVCSZNGKAYGSM,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
52TB371FZCBCPB29CWPBA32MPM,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6Q9V0AKS8FWQNPJKHR1WRCEGD0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
DWZW8B8X30B6JVXS1889XJGY78,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
6BKP4BE7GKW8GSWAWZEXF1PZRW,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
GR6213886SW8HQFQ5TSA096NJW,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
DNK8QR81KFZX37E7N5498NR2SM,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
4V55W0TWV8XNK7FDWK8H597S6R,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
771N4FB1X5CATVGJZEKN6F9B1M,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
G69PBVTD29BV2P0PKYJT69TY50,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
3ER5C688RHB9WSBCM97JN21AD4,0,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0
AY6Q0JFY9HPG7P8NVAJW21N14C,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
40M9VHC7X7B6CZXC5JQVD01GEG,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0
6HZ75PEJR0TV0R5Q43XF1N9RCW,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
VZ6WTKM0T4WGWGTACJFJXQD70G,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0
GMNC3P14PGXMHBXJS82CRFJ4TC,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
PPPKAZ51D12CSGG8VRDNY6J2RC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X0Q16ZYYVP4RWQEXCTJ9GW1QFR,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
PV1J8EARKJQK5FYCF6EBZXN9W0,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2RBJP7M2VTQ4Z7WH6ZFMH084X8,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0
DYA0HVZRBHYKA3SV99FK18QWV8,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
QYDV5A1XDEJXD7FFBAA36PJMP0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
60CJTJNNR9W2FQXJ11RH6KB4ZR,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0
MADGWVTA5HH35XTQF7J6Q0A80C,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
WW4TC1GA19F30PZK7TGA9M2GKW,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
JCJH3FP9NR43Z6D151XF65JPCW,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
MYTYKC8248YFY8AN163F8Q0FGW,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0
G7EG3FY2PJTHSJHW9S3T8VF880,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Q7577N3CS3TW0GG3DXH5EQBV6G,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
AWVDTMH1G8VR730JV7HH6VM738,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0
J1824QQQ8RGEZQ7NC36K4PGQGM,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8NHFW5C2EFMS8ND22P838YEJ84,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0
ADNQ8MY6TV8E6318SKQ5WF36ZC,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0
QDTJKG5EPP0DYB3EG5ZPE7CMZ8,1,1,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0
69JF6HSVXHACSMCQD7KC4FT71M,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
WBCXT3S3FFZ62DDHWCFT9E4EMR,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
9B3F7EV25E1XXHYYCKMC337XWM,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
RCPP01MWRZVV6T9ZCSPBX7NKDW,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
M7EWNPPW0VGRR35W400821CCTW,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
F343ACSBX78DKAJDBNYZ22Z924,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0
MWRSMBWNZRQFZYQCNATPMCW9V0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0
